-3.430626768945954552e+01,1.014065732044681922e-01,-1.125138131099148175e+00,7.051643345132667662e-01,-3.321531493768399290e-01,-3.617462129838452389e-01,-4.858695153651927945e-01,2.877853399438526916e-01,3.204875073797726626e-01,-2.140252956300076892e-01,5.535325259155612909e-02,-7.234878936763071422e-02,-2.162060215528374130e-01
-3.034549976271602389e+01,4.240222405450592147e-01,-1.768575609400290904e+00,-2.257306934019022160e-01,-7.859605749539453345e-01,-2.931425741985616007e-01,-5.651741520302469013e-01,-2.203570463341188446e-01,-1.104553020439073135e-01,-3.304185009057586386e-01,-5.132221586631737636e-02,-1.675911145904377189e-02,-2.605968455281239098e-03
-2.949827264863236209e+01,-4.900938160921823258e-03,-2.140588398181368035e+00,-2.407871136769146603e-01,-7.868906093359976373e-01,-5.594676637636660788e-01,-6.058038672144508974e-01,-3.811247134904311440e-01,-5.180293096146173504e-01,-2.902537175268060654e-01,-1.454843507005277037e-01,-1.599750555763419790e-01,-1.507310015291088989e-01
-2.926662674829807997e+01,2.914017029501607126e-01,-1.999550304878839002e+00,6.591424311413131287e-02,-6.057118513839416796e-01,-2.937000666550821926e-01,-2.745679678274445257e-01,2.740896040782164755e-02,-2.054149534974269442e-01,-8.839955232622237480e-03,-1.687178531221504296e-01,-2.868543768188554037e-05,-4.740580886557729107e-02
-2.953669435322056103e+01,1.710937509617194985e-01,-1.964259463331007760e+00,-1.360427796846598592e-01,-8.090581214586612946e-01,-5.332917819412914540e-01,-5.387556663776696952e-01,-8.834776512203418308e-02,-2.023962330875932469e-01,-5.557548657503189049e-02,-2.772410113303356849e-01,-2.244857634583881656e-01,-9.632856007972187551e-02
-3.012010226326568940e+01,4.334041347624623813e-02,-2.132573454241065036e+00,-5.260548557301676365e-01,-8.305679729942934131e-01,-3.107095582832754554e-01,-5.073338455389674317e-01,-2.454470724438919671e-01,-3.285304875806515645e-01,-3.067181318928844935e-01,-3.463911653032725191e-01,-2.468678157196370904e-01,-1.310144861227574287e-01
-3.032350664943211527e+01,1.401264599358258978e-01,-2.326478411034482718e+00,-6.195780194961040266e-01,-5.625591004691083974e-01,-1.679358968332820279e-01,-3.404071277874669565e-01,2.750507856285128727e-01,-4.134981628976777679e-01,-2.272507866573324209e-01,-2.816334768913836273e-01,-4.246696616939602542e-01,-1.916367567188667353e-01
-3.032386083795872622e+01,-1.802533913431166868e-01,-2.405880659166878655e+00,-2.466953687567881304e-01,-5.513317153948683602e-01,-1.133845169654216084e-01,-3.070358601725536318e-01,2.475989774193614601e-01,-3.859318737185643555e-01,-1.743370977152206014e-01,-1.694487760384037756e-01,-2.579095947691817936e-01,-2.582850404922796272e-01
-3.042209847212398799e+01,-1.938811525445292006e-01,-2.562107232483956665e+00,-2.768771123536983292e-01,-7.153099615573246250e-01,-2.967024030612506191e-01,-3.298422259956384495e-01,-1.518615527745448834e-01,-1.019733551683698336e-01,-1.662960326936762656e-01,-8.998010080539009525e-02,-5.090278997787582860e-01,-2.611186491210795158e-01
-3.051233326614232055e+01,4.063516178935754758e-03,-2.675988617011140658e+00,-5.896441528151401545e-01,-7.406323020028769966e-01,-2.447626283242065603e-01,-2.195887090331562763e-01,-7.457460189646704374e-02,8.018134497345488776e-02,-6.094691257021984943e-02,-1.376567532931731730e-01,-5.254324466763712342e-01,-1.937011635592618686e-01
-3.056205538071424854e+01,-9.610396311269465280e-03,-2.323727219361726437e+00,-1.847448314807020042e-01,-6.216812207714701444e-01,-2.037933134234248822e-01,2.118704596177933830e-01,2.719759809741042478e-01,1.654975848700319385e-01,8.883406345031563678e-02,-3.325680107330942770e-01,-2.821325872722446615e-01,2.992327594797921167e-02
-3.043546923560938922e+01,4.394126612261987086e-01,-1.618290270182799695e+00,5.890683646004954976e-01,-1.783487459894908533e-01,-1.346034066347787661e-01,-1.426274701604190454e-01,-5.208982429187904162e-02,-1.350248978862456373e-01,-8.068714164778015285e-03,-2.409898841933598712e-01,1.802334428360706509e-01,2.847572748782615792e-01
-3.026858484277315142e+01,1.429274190079926843e+00,-9.600007182660145189e-01,6.126458766767027830e-01,-3.177595237640914450e-01,-4.249060330737662872e-01,-6.604325921441156488e-01,-2.721339679835045877e-01,-5.297812148973171098e-01,-7.105923976414965093e-01,-7.668524764233377589e-01,-4.232257236660720567e-02,2.194585414894061337e-01
-3.015577912863529875e+01,1.800272953317918700e+00,-8.131178393148522643e-01,3.602083935884285437e-01,-2.915337096508359149e-01,-2.300906280567129591e-01,-5.612803809971211866e-01,-2.998936594867215311e-01,-5.391350066781410710e-01,-5.098188684080344757e-01,-3.782553601547015143e-01,2.112295317634292277e-02,4.372320408763353400e-02
-3.038304869310692524e+01,1.553710387845372631e+00,-9.624285579762038578e-01,1.255496914614693538e-01,-2.789604259561832555e-01,-3.722309000471936691e-01,-3.875715201368070129e-01,-1.821336510117015084e-01,-4.226592987262370316e-01,-3.747354750957769820e-01,-5.009099669946783795e-01,-3.899647374628427698e-01,-4.280624047150856093e-01
-3.055307019443743144e+01,1.554503614870706540e+00,-1.008175804428353306e+00,1.771100018167335866e-01,-4.718984903870351300e-01,-4.859730756364251114e-01,-7.833534288541902368e-01,-5.906566040234306758e-01,-2.472670533659448722e-01,-4.808849471090330119e-01,-6.783010091866188418e-01,-3.703193529120173966e-01,-6.582842761041663993e-01
-3.029572409257530197e+01,1.710079305899029345e+00,-6.018198735022600721e-01,6.839288234121807530e-01,-9.332373358314874356e-02,-1.661248231051086210e-01,-4.780871842374317393e-01,-4.655666103307720127e-01,-2.584369227432296579e-01,-3.165412970551507721e-01,-2.594275413094940252e-01,-6.668817553589036218e-02,-3.844232552706235984e-01
-3.026997670547703834e+01,1.443055813577352353e+00,-7.540754330235917013e-01,1.914810785858369613e-01,-4.028571820662415481e-01,-2.510179841856980398e-01,-6.432676051717108878e-01,-6.910032903242476765e-01,-9.173801994709190888e-01,-6.568582546403288758e-01,-2.713052395756027080e-01,-2.884476773436500663e-01,-3.944319192085480458e-02
-2.980106099148627052e+01,1.542714861700847706e+00,-7.438561876083286117e-01,3.581898775915599159e-02,-1.436480352542710281e-01,3.934613388515309507e-02,-3.965249080462340259e-01,-6.810759349228505677e-01,-7.466795342988231665e-01,-6.035952261449991640e-01,2.855445109908054738e-02,1.664001557478841237e-02,2.658414309865541059e-01
-3.057775848268854801e+01,6.097435919687252959e-01,-1.558166033052157617e+00,-7.973290242271362516e-01,-5.287173481686944232e-01,-9.684464805766125617e-02,-2.863681622109929270e-01,-4.257180141926772965e-01,-3.144124150270308782e-01,-4.553888434163549381e-01,-6.630224913248274066e-02,-1.936666980256624981e-01,-1.919986510994278056e-02
-3.046554227421061611e+01,1.029815182712020771e+00,-8.791151067786761031e-01,-4.783976377475225306e-01,-7.191805569206862758e-01,-6.902773493997933496e-01,-6.947604283349321230e-01,-3.923581340956860397e-01,1.251399073607818435e-01,1.956974072463615044e-01,4.588720409781865683e-01,3.268866937163755759e-01,2.838113209921705460e-02
-3.023792695582516998e+01,5.172436668014269712e-01,-6.115922592231916033e-01,-6.626250873079784220e-01,-8.136090128285417000e-01,-1.106928355970407507e+00,-9.203683121198804606e-01,-6.481976483456913796e-01,-1.534001071590445076e-01,1.724503812761224719e-01,3.054912742455537789e-01,2.510776979491375488e-02,-1.747863439276604314e-01
-2.974396824428804820e+01,5.591013154351545111e-01,-1.949349200615040634e-01,-2.886611569255104759e-01,-4.811979798216538540e-01,-6.805259703766065593e-01,-6.525997190407308857e-01,-3.851563576401541567e-01,-2.171890649441986926e-02,-1.331923749293738024e-01,4.686185595757026423e-01,1.939951026798181488e-01,1.560227550327503987e-01
-2.951548460106914717e+01,9.541280067403843379e-01,-3.441113433206168665e-02,-1.370073331036544828e-01,-9.088771448850212487e-01,-6.591207820064554079e-01,-5.208401723407772854e-01,-4.911103346500509392e-01,-8.642793302719605636e-03,-6.024217808262880558e-01,3.787718747393191143e-01,3.186271470366149883e-01,1.859704126436879934e-01
-2.991488457051420369e+01,1.049110288933860158e+00,-8.119485085325182094e-01,-1.939928203659408990e-01,-1.019133738556423863e+00,-3.135682255052134049e-01,-6.725361660049539170e-01,-7.030561699396156161e-01,-1.706749742701812733e-01,-3.596585654945664290e-01,2.038165163854546991e-01,1.088872623571563308e-01,3.066058786177044415e-01
-2.980899309489917215e+01,1.452182600276737068e+00,-8.761334449614114339e-01,1.348264069238271357e-01,-4.457599827768263245e-01,-3.682347096636054973e-01,-5.195699319420081785e-01,-5.645900159020670328e-01,-3.574567876443248138e-01,-3.588209276499306766e-01,2.887240644708299886e-01,9.645124493472553850e-02,3.219338705441787130e-01
-3.047816937589164965e+01,9.306976750416872113e-01,-1.232945760337513574e+00,1.191221904766794903e-01,-3.309773385538409274e-01,-1.435296661424952380e-01,-3.557759105117037912e-02,-5.006047895695789895e-01,-5.437007437605736460e-01,-5.973685038487370758e-01,-1.450742665007001830e-01,-5.056104545325729172e-01,1.153079150799796032e-01
-3.124393181241233108e+01,7.862340755972638817e-01,-1.016762472405531970e+00,1.206019034556295860e-01,-1.974860458648958206e-01,2.472612309946522480e-01,1.359238114717302159e-01,-6.080410592327396557e-01,-5.965943505115747225e-01,-8.926574294232256790e-01,-5.293676357780887631e-01,-4.192600868058372066e-01,2.542993814408428532e-01
-3.203127706105991734e+01,6.184647893330086355e-02,-1.728612725648657422e+00,-4.857236618019317859e-02,-2.125550816362882511e-01,3.191913010462085198e-01,4.803033150661838446e-01,-2.269262340896219601e-02,9.371873711773986287e-03,-2.317283327068615506e-01,-2.507066795139333282e-01,-4.331302725094874351e-01,-2.742409960853601225e-01
-3.178367431246097041e+01,3.937334877279082823e-01,-1.549556067059999043e+00,2.969455996107479567e-01,-1.803821778511874863e-01,-5.629785764641256907e-02,3.780055894141893802e-01,1.164280490232633830e-01,7.876535456539303370e-02,-1.304196276646401031e-01,-7.288294150724285159e-02,-1.688378631161535082e-01,-1.760685224149898531e-01
-3.224491642403703651e+01,2.221425200686489299e-01,-1.544700307443722442e+00,2.410028539038086004e-01,-3.038998133840834504e-01,-3.711288424790394336e-01,-1.817877990347269990e-01,3.668582103169164277e-02,-2.486544833340355587e-01,-1.964550741677028312e-01,-2.338811476502344888e-02,-4.493310347942400806e-01,-6.219702091350067796e-01
-3.207468168705970868e+01,4.342731219201461657e-01,-1.467072084330770743e+00,2.494637054336864002e-01,7.378162325079681838e-02,5.960974627148090538e-02,3.330829045530651206e-02,3.194681831781346903e-01,-1.135897089135847471e-01,-8.932748409439393578e-02,2.220110555707671685e-01,-1.878995369459779963e-01,-5.010112633693609707e-01
